문의번호,접수일시,접수월,접수요일,접수시간대,지역,문의채널,문의유형,우선순위,처리상태,처리담당자,처리시간(분),고객만족도,SLA준수
INQ-20242391,2024-09-24 17:44,2024-09,화,17시,서울,이메일,배송문의,낮음,처리완료,김민지,15.0,4.0,Y
INQ-20240145,2024-09-24 20:38,2024-09,화,20시,강원,이메일,기타,보통,처리완료,최현우,6.0,5.0,Y
INQ-20240872,2024-09-24 22:30,2024-09,화,22시,부산,전화,기타,높음,처리완료,장현석,20.0,5.0,Y
INQ-20243410,2024-09-24 23:09,2024-09,화,23시,인천,카카오톡,상품문의,보통,대기,윤지아,,,미결
INQ-20243303,2024-09-25 01:52,2024-09,수,01시,대구,이메일,서비스불만,보통,처리완료,박소연,28.0,3.0,Y
INQ-20244024,2024-09-25 02:42,2024-09,수,02시,충남,채팅,배송문의,높음,처리완료,이재원,13.0,4.0,Y
INQ-20241431,2024-09-25 03:10,2024-09,수,03시,인천,이메일,반품/교환,보통,대기,이재원,,,미결
INQ-20240909,2024-09-25 03:42,2024-09,수,03시,대전,카카오톡,배송문의,보통,재문의,김민지,,,미결
INQ-20240523,2024-09-25 03:44,2024-09,수,03시,경기,채팅,결제문의,낮음,처리완료,최현우,28.0,4.0,Y
INQ-20241865,2024-09-25 09:08,2024-09,수,09시,경기,전화,배송문의,낮음,처리완료,이재원,18.0,5.0,Y
INQ-20243720,2024-09-25 09:15,2024-09,수,09시,서울,이메일,상품문의,높음,처리중,이재원,,,미결
INQ-20244204,2024-09-25 09:56,2024-09,수,09시,서울,전화,반품/교환,보통,처리완료,김민지,23.0,4.0,Y
INQ-20241855,2024-09-25 10:19,2024-09,수,10시,충북,이메일,계정문의,높음,처리완료,김민지,31.0,5.0,Y
INQ-20240824,2024-09-25 10:48,2024-09,수,10시,서울,채팅,서비스불만,낮음,처리중,이재원,,,미결
INQ-20240947,2024-09-25 12:23,2024-09,수,12시,제주,채팅,반품/교환,높음,처리완료,한승호,18.0,3.0,Y
INQ-20244489,2024-09-25 13:35,2024-09,수,13시,서울,채팅,배송문의,높음,처리중,정다은,,,미결
INQ-20243238,2024-09-25 17:02,2024-09,수,17시,인천,이메일,반품/교환,보통,처리완료,최현우,47.0,4.0,Y
INQ-20244499,2024-09-25 18:53,2024-09,수,18시,서울,이메일,상품문의,낮음,대기,한승호,,,미결
INQ-20244460,2024-09-25 19:46,2024-09,수,19시,대전,전화,배송문의,보통,처리완료,한승호,13.0,5.0,Y
INQ-20243311,2024-09-25 22:15,2024-09,수,22시,경기,전화,배송문의,보통,처리완료,한승호,25.0,2.0,N
INQ-20241536,2024-09-25 23:25,2024-09,수,23시,광주,카카오톡,결제문의,보통,처리완료,정다은,17.0,5.0,Y
INQ-20240224,2024-09-26 00:11,2024-09,목,00시,경기,이메일,기타,낮음,처리완료,이재원,21.0,3.0,N
INQ-20241949,2024-09-26 00:31,2024-09,목,00시,경기,채팅,배송문의,보통,재문의,김민지,,,미결
INQ-20241105,2024-09-26 01:23,2024-09,목,01시,제주,전화,계정문의,낮음,처리완료,장현석,26.0,3.0,Y
INQ-20240361,2024-09-26 02:59,2024-09,목,02시,경남,이메일,반품/교환,낮음,처리완료,이재원,50.0,3.0,Y
INQ-20241578,2024-09-26 06:55,2024-09,목,06시,서울,전화,반품/교환,낮음,처리완료,정다은,26.0,5.0,Y
INQ-20242088,2024-09-26 11:38,2024-09,목,11시,경남,채팅,반품/교환,낮음,처리중,윤지아,,,미결
INQ-20243332,2024-09-26 12:04,2024-09,목,12시,전남,채팅,배송문의,보통,처리완료,김민지,17.0,3.0,Y
INQ-20241058,2024-09-26 12:56,2024-09,목,12시,충남,카카오톡,상품문의,낮음,재문의,윤지아,,,미결
INQ-20240762,2024-09-26 15:08,2024-09,목,15시,경기,카카오톡,배송문의,보통,처리중,김민지,,,미결
INQ-20242837,2024-09-26 15:55,2024-09,목,15시,서울,채팅,반품/교환,높음,처리완료,한승호,2.0,5.0,Y
INQ-20241832,2024-09-26 19:22,2024-09,목,19시,대구,이메일,배송문의,보통,처리완료,한승호,1.0,3.0,Y
INQ-20242997,2024-09-26 19:35,2024-09,목,19시,경기,이메일,배송문의,보통,처리완료,한승호,17.0,3.0,Y
INQ-20240817,2024-09-27 02:34,2024-09,금,02시,충남,채팅,상품문의,보통,처리완료,윤지아,2.0,5.0,Y
INQ-20243331,2024-09-27 03:27,2024-09,금,03시,서울,카카오톡,배송문의,높음,처리중,최현우,,,미결
INQ-20241026,2024-09-27 03:37,2024-09,금,03시,대전,카카오톡,반품/교환,높음,처리완료,정다은,5.0,4.0,Y
INQ-20244482,2024-09-27 05:16,2024-09,금,05시,충남,전화,반품/교환,보통,처리완료,이재원,37.0,5.0,Y
INQ-20243351,2024-09-27 05:59,2024-09,금,05시,전남,카카오톡,반품/교환,높음,재문의,장현석,,,미결
INQ-20243558,2024-09-27 08:54,2024-09,금,08시,경기,이메일,반품/교환,낮음,처리완료,김민지,37.0,5.0,Y
INQ-20243205,2024-09-27 10:25,2024-09,금,10시,경기,전화,계정문의,낮음,처리중,윤지아,,,미결
INQ-20242856,2024-09-27 12:33,2024-09,금,12시,경기,채팅,반품/교환,낮음,처리완료,이재원,36.0,3.0,Y
INQ-20242803,2024-09-27 13:55,2024-09,금,13시,경기,전화,상품문의,낮음,처리완료,박소연,9.0,5.0,Y
INQ-20244201,2024-09-27 16:29,2024-09,금,16시,제주,앱,배송문의,낮음,처리완료,김민지,10.0,4.0,Y
INQ-20243319,2024-09-27 17:01,2024-09,금,17시,부산,카카오톡,배송문의,보통,처리중,장현석,,,미결
INQ-20243272,2024-09-27 17:08,2024-09,금,17시,서울,이메일,배송문의,높음,처리완료,윤지아,18.0,4.0,Y
INQ-20241457,2024-09-27 18:58,2024-09,금,18시,서울,카카오톡,상품문의,보통,처리완료,정다은,11.0,3.0,Y
INQ-20241960,2024-09-27 22:36,2024-09,금,22시,충남,카카오톡,반품/교환,높음,처리완료,박소연,23.0,3.0,Y
INQ-20241520,2024-09-27 23:44,2024-09,금,23시,부산,채팅,배송문의,보통,처리완료,한승호,25.0,5.0,N
INQ-20241338,2024-09-28 00:14,2024-09,토,00시,울산,이메일,상품문의,보통,처리완료,김민지,10.0,5.0,Y
INQ-20242885,2024-09-28 00:50,2024-09,토,00시,광주,전화,배송문의,높음,처리완료,정다은,8.0,5.0,Y
INQ-20244662,2024-09-28 01:30,2024-09,토,01시,경기,전화,계정문의,낮음,처리중,정다은,,,미결
INQ-20244396,2024-09-28 01:40,2024-09,토,01시,서울,이메일,계정문의,높음,처리중,김민지,,,미결
INQ-20243017,2024-09-28 01:44,2024-09,토,01시,광주,카카오톡,결제문의,낮음,처리완료,김민지,11.0,4.0,Y
INQ-20242397,2024-09-28 02:42,2024-09,토,02시,제주,앱,결제문의,낮음,대기,이재원,,,미결
INQ-20240830,2024-09-28 04:27,2024-09,토,04시,강원,앱,상품문의,보통,처리완료,장현석,8.0,3.0,Y
INQ-20243778,2024-09-28 05:22,2024-09,토,05시,서울,카카오톡,계정문의,낮음,처리완료,장현석,26.0,5.0,Y
INQ-20243699,2024-09-28 11:26,2024-09,토,11시,충북,채팅,배송문의,보통,처리중,정다은,,,미결
INQ-20240450,2024-09-28 13:52,2024-09,토,13시,전북,전화,계정문의,보통,처리완료,장현석,31.0,4.0,Y
INQ-20243953,2024-09-28 14:31,2024-09,토,14시,경기,전화,배송문의,보통,처리완료,김민지,32.0,3.0,N
INQ-20243569,2024-09-28 16:40,2024-09,토,16시,경기,이메일,상품문의,보통,처리완료,정다은,9.0,4.0,Y
INQ-20244254,2024-09-28 20:16,2024-09,토,20시,서울,전화,결제문의,보통,처리중,김민지,,,미결
INQ-20240476,2024-09-29 01:25,2024-09,일,01시,대전,앱,서비스불만,보통,처리중,김민지,,,미결
INQ-20240541,2024-09-29 01:55,2024-09,일,01시,서울,앱,배송문의,높음,대기,김민지,,,미결
INQ-20242396,2024-09-29 02:07,2024-09,일,02시,서울,전화,배송문의,낮음,처리중,김민지,,,미결
INQ-20241124,2024-09-29 02:10,2024-09,일,02시,제주,이메일,반품/교환,높음,재문의,김민지,,,미결
INQ-20244530,2024-09-29 02:26,2024-09,일,02시,서울,이메일,반품/교환,낮음,처리완료,정다은,26.0,4.0,Y
INQ-20241675,2024-09-29 02:51,2024-09,일,02시,서울,카카오톡,배송문의,낮음,처리완료,한승호,3.0,2.0,Y
INQ-20241558,2024-09-29 03:24,2024-09,일,03시,경남,채팅,반품/교환,높음,처리완료,최현우,16.0,4.0,Y
INQ-20241904,2024-09-29 05:11,2024-09,일,05시,서울,채팅,반품/교환,보통,재문의,윤지아,,,미결
INQ-20241831,2024-09-29 05:50,2024-09,일,05시,서울,카카오톡,계정문의,낮음,처리완료,이재원,32.0,4.0,Y
INQ-20244902,2024-09-29 08:24,2024-09,일,08시,경남,전화,배송문의,보통,처리완료,장현석,24.0,4.0,N
INQ-20242504,2024-09-29 08:53,2024-09,일,08시,충남,앱,반품/교환,보통,대기,최현우,,,미결
INQ-20240422,2024-09-29 09:58,2024-09,일,09시,서울,채팅,상품문의,보통,처리완료,한승호,6.0,4.0,Y
INQ-20242871,2024-09-29 10:44,2024-09,일,10시,전남,전화,상품문의,보통,처리완료,정다은,13.0,3.0,Y
INQ-20241064,2024-09-29 15:00,2024-09,일,15시,대구,이메일,반품/교환,보통,재문의,윤지아,,,미결
INQ-20240453,2024-09-29 15:33,2024-09,일,15시,서울,카카오톡,결제문의,보통,처리완료,윤지아,31.0,4.0,N
INQ-20243182,2024-09-29 16:42,2024-09,일,16시,서울,이메일,배송문의,보통,처리중,최현우,,,미결
INQ-20244493,2024-09-29 19:04,2024-09,일,19시,경기,이메일,배송문의,보통,처리완료,김민지,25.0,4.0,N
INQ-20242655,2024-09-29 21:03,2024-09,일,21시,서울,전화,서비스불만,낮음,처리완료,박소연,44.0,3.0,Y
INQ-20240462,2024-09-29 21:08,2024-09,일,21시,서울,채팅,결제문의,보통,처리완료,장현석,32.0,4.0,N
INQ-20244110,2024-09-29 21:40,2024-09,일,21시,서울,이메일,상품문의,높음,처리완료,최현우,15.0,4.0,Y
INQ-20241315,2024-09-30 00:12,2024-09,월,00시,강원,카카오톡,결제문의,보통,처리중,박소연,,,미결
INQ-20240998,2024-09-30 01:09,2024-09,월,01시,서울,전화,반품/교환,높음,처리중,윤지아,,,미결
INQ-20241313,2024-09-30 04:22,2024-09,월,04시,전남,채팅,결제문의,보통,처리완료,정다은,18.0,5.0,Y
INQ-20241683,2024-09-30 06:35,2024-09,월,06시,대구,채팅,결제문의,높음,재문의,윤지아,,,미결
INQ-20241743,2024-09-30 07:44,2024-09,월,07시,인천,카카오톡,서비스불만,보통,처리완료,박소연,76.0,3.0,N
INQ-20243579,2024-09-30 09:19,2024-09,월,09시,대전,전화,결제문의,보통,처리완료,최현우,9.0,5.0,Y
INQ-20240532,2024-09-30 09:52,2024-09,월,09시,경기,이메일,결제문의,보통,처리완료,최현우,38.0,5.0,N
INQ-20241646,2024-09-30 10:55,2024-09,월,10시,충북,전화,배송문의,보통,처리완료,장현석,15.0,4.0,Y
INQ-20244153,2024-09-30 11:30,2024-09,월,11시,경북,전화,결제문의,보통,처리완료,김민지,3.0,5.0,Y
INQ-20243592,2024-09-30 12:29,2024-09,월,12시,경기,전화,계정문의,낮음,대기,이재원,,,미결
INQ-20240360,2024-09-30 13:36,2024-09,월,13시,대전,이메일,결제문의,높음,대기,정다은,,,미결
INQ-20242933,2024-09-30 13:41,2024-09,월,13시,충남,전화,상품문의,낮음,대기,한승호,,,미결
INQ-20240079,2024-09-30 15:57,2024-09,월,15시,서울,이메일,상품문의,보통,처리완료,최현우,6.0,4.0,Y
INQ-20244286,2024-09-30 16:16,2024-09,월,16시,서울,카카오톡,반품/교환,높음,대기,윤지아,,,미결
INQ-20240317,2024-09-30 18:03,2024-09,월,18시,경북,이메일,상품문의,높음,처리중,정다은,,,미결
INQ-20241111,2024-09-30 23:40,2024-09,월,23시,경남,전화,배송문의,보통,대기,장현석,,,미결
INQ-20242746,2024-10-01 01:03,2024-10,화,01시,경기,채팅,배송문의,보통,처리완료,한승호,15.0,3.0,Y
INQ-20242130,2024-10-01 01:46,2024-10,화,01시,서울,카카오톡,상품문의,보통,대기,장현석,,,미결
INQ-20241053,2024-10-01 02:32,2024-10,화,02시,경기,전화,배송문의,보통,재문의,이재원,,,미결
INQ-20241841,2024-10-01 04:13,2024-10,화,04시,경기,이메일,계정문의,보통,처리완료,박소연,45.0,5.0,N
INQ-20243555,2024-10-01 04:54,2024-10,화,04시,서울,채팅,배송문의,보통,처리완료,박소연,24.0,5.0,N
INQ-20244822,2024-10-01 07:53,2024-10,화,07시,충북,카카오톡,계정문의,낮음,대기,박소연,,,미결
INQ-20240560,2024-10-01 09:49,2024-10,화,09시,부산,앱,배송문의,낮음,처리완료,한승호,24.0,2.0,N
INQ-20240881,2024-10-01 09:57,2024-10,화,09시,충남,이메일,배송문의,보통,처리완료,정다은,19.0,4.0,Y
INQ-20242318,2024-10-01 13:22,2024-10,화,13시,대전,카카오톡,결제문의,보통,처리완료,최현우,14.0,4.0,Y
INQ-20242974,2024-10-01 16:42,2024-10,화,16시,경기,채팅,반품/교환,낮음,처리완료,최현우,24.0,2.0,Y
INQ-20243295,2024-10-01 18:50,2024-10,화,18시,대구,전화,상품문의,보통,대기,이재원,,,미결
INQ-20242602,2024-10-01 21:15,2024-10,화,21시,서울,전화,상품문의,높음,처리완료,한승호,12.0,3.0,Y
INQ-20241753,2024-10-01 22:43,2024-10,화,22시,경기,전화,배송문의,보통,처리완료,윤지아,8.0,5.0,Y
INQ-20240589,2024-10-01 22:57,2024-10,화,22시,대전,채팅,상품문의,낮음,처리중,장현석,,,미결
INQ-20241066,2024-10-01 23:00,2024-10,화,23시,경남,채팅,서비스불만,보통,처리완료,박소연,72.0,4.0,N
INQ-20243708,2024-10-02 01:20,2024-10,수,01시,대전,전화,결제문의,보통,처리완료,장현석,8.0,4.0,Y
INQ-20241430,2024-10-02 01:32,2024-10,수,01시,서울,채팅,반품/교환,높음,처리완료,장현석,59.0,5.0,Y
INQ-20243455,2024-10-02 02:30,2024-10,수,02시,충남,채팅,결제문의,보통,처리완료,김민지,23.0,4.0,Y
INQ-20241040,2024-10-02 04:27,2024-10,수,04시,서울,전화,계정문의,높음,처리완료,장현석,39.0,4.0,Y
INQ-20243847,2024-10-02 06:24,2024-10,수,06시,경기,전화,배송문의,낮음,처리완료,정다은,23.0,4.0,N
INQ-20243557,2024-10-02 06:38,2024-10,수,06시,서울,채팅,상품문의,보통,처리완료,박소연,9.0,4.0,Y
INQ-20243164,2024-10-02 07:13,2024-10,수,07시,경남,앱,반품/교환,높음,재문의,한승호,,,미결
INQ-20243107,2024-10-02 08:45,2024-10,수,08시,인천,채팅,반품/교환,낮음,재문의,김민지,,,미결
INQ-20244021,2024-10-02 09:00,2024-10,수,09시,서울,전화,반품/교환,높음,처리완료,장현석,27.0,5.0,Y
INQ-20244699,2024-10-02 09:04,2024-10,수,09시,인천,이메일,기타,낮음,처리완료,윤지아,19.0,4.0,Y
INQ-20241137,2024-10-02 10:17,2024-10,수,10시,대전,전화,배송문의,보통,처리완료,장현석,24.0,3.0,N
INQ-20241377,2024-10-02 11:09,2024-10,수,11시,제주,채팅,기타,보통,대기,장현석,,,미결
INQ-20243194,2024-10-02 11:11,2024-10,수,11시,전북,전화,배송문의,보통,재문의,김민지,,,미결
INQ-20243750,2024-10-02 12:20,2024-10,수,12시,경기,채팅,기타,보통,처리중,김민지,,,미결
INQ-20241505,2024-10-02 12:31,2024-10,수,12시,서울,채팅,배송문의,보통,처리중,이재원,,,미결
INQ-20244008,2024-10-02 13:42,2024-10,수,13시,서울,채팅,결제문의,낮음,처리완료,최현우,1.0,3.0,Y
INQ-20241620,2024-10-02 14:39,2024-10,수,14시,부산,카카오톡,반품/교환,보통,처리완료,박소연,23.0,3.0,Y
INQ-20242708,2024-10-02 18:42,2024-10,수,18시,경기,이메일,반품/교환,높음,처리완료,이재원,31.0,5.0,Y
INQ-20243865,2024-10-02 21:24,2024-10,수,21시,경기,앱,상품문의,보통,처리완료,장현석,7.0,4.0,Y
INQ-20242796,2024-10-02 22:05,2024-10,수,22시,전북,이메일,서비스불만,보통,처리완료,윤지아,53.0,4.0,Y
INQ-20243529,2024-10-03 00:34,2024-10,목,00시,경기,이메일,배송문의,보통,처리중,최현우,,,미결
INQ-20243024,2024-10-03 01:01,2024-10,목,01시,경기,전화,반품/교환,보통,처리완료,김민지,24.0,5.0,Y
INQ-20240430,2024-10-03 03:28,2024-10,목,03시,서울,이메일,반품/교환,낮음,처리중,최현우,,,미결
INQ-20243280,2024-10-03 05:25,2024-10,목,05시,경기,전화,배송문의,높음,처리완료,최현우,19.0,4.0,Y
INQ-20241461,2024-10-03 05:42,2024-10,목,05시,강원,카카오톡,배송문의,보통,처리중,이재원,,,미결
INQ-20240707,2024-10-03 07:26,2024-10,목,07시,서울,카카오톡,상품문의,높음,대기,장현석,,,미결
INQ-20244636,2024-10-03 07:43,2024-10,목,07시,대구,카카오톡,배송문의,높음,처리중,한승호,,,미결
INQ-20243742,2024-10-03 07:44,2024-10,목,07시,서울,채팅,상품문의,낮음,처리완료,윤지아,10.0,3.0,Y
INQ-20240085,2024-10-03 08:19,2024-10,목,08시,경북,전화,반품/교환,보통,처리완료,한승호,35.0,4.0,Y
INQ-20240057,2024-10-03 11:02,2024-10,목,11시,경기,채팅,서비스불만,보통,처리완료,김민지,22.0,3.0,Y
INQ-20244030,2024-10-03 13:52,2024-10,목,13시,경기,이메일,배송문의,보통,대기,김민지,,,미결
INQ-20241351,2024-10-03 18:13,2024-10,목,18시,경기,전화,배송문의,보통,처리완료,박소연,16.0,5.0,Y
INQ-20240868,2024-10-03 19:15,2024-10,목,19시,서울,이메일,결제문의,낮음,처리완료,한승호,36.0,4.0,N
INQ-20240255,2024-10-03 20:38,2024-10,목,20시,경기,카카오톡,반품/교환,낮음,처리완료,박소연,54.0,4.0,Y
INQ-20240495,2024-10-03 21:37,2024-10,목,21시,부산,채팅,결제문의,낮음,대기,박소연,,,미결
INQ-20243362,2024-10-03 23:34,2024-10,목,23시,서울,채팅,반품/교환,보통,처리중,박소연,,,미결
INQ-20244728,2024-10-03 23:43,2024-10,목,23시,인천,이메일,반품/교환,보통,처리완료,최현우,41.0,3.0,Y
INQ-20241621,2024-10-03 23:45,2024-10,목,23시,서울,전화,서비스불만,보통,처리완료,최현우,61.0,3.0,N
INQ-20241936,2024-10-04 04:49,2024-10,금,04시,경북,전화,상품문의,보통,처리완료,윤지아,12.0,4.0,Y
INQ-20244231,2024-10-04 04:56,2024-10,금,04시,광주,채팅,배송문의,높음,처리중,윤지아,,,미결
INQ-20240170,2024-10-04 05:36,2024-10,금,05시,서울,이메일,배송문의,보통,처리완료,한승호,16.0,4.0,Y
INQ-20243862,2024-10-04 06:30,2024-10,금,06시,대구,채팅,결제문의,낮음,처리중,이재원,,,미결
INQ-20240097,2024-10-04 08:35,2024-10,금,08시,인천,이메일,반품/교환,낮음,대기,정다은,,,미결
INQ-20240070,2024-10-04 08:38,2024-10,금,08시,인천,이메일,서비스불만,보통,처리완료,윤지아,46.0,2.0,Y
INQ-20242955,2024-10-04 08:38,2024-10,금,08시,서울,채팅,배송문의,보통,처리완료,최현우,5.0,2.0,Y
INQ-20244828,2024-10-04 09:39,2024-10,금,09시,서울,채팅,배송문의,보통,처리완료,최현우,8.0,4.0,Y
INQ-20240699,2024-10-04 12:35,2024-10,금,12시,서울,전화,배송문의,낮음,처리완료,박소연,4.0,3.0,Y
INQ-20243622,2024-10-04 18:00,2024-10,금,18시,서울,전화,상품문의,보통,대기,최현우,,,미결
INQ-20243609,2024-10-04 19:57,2024-10,금,19시,대구,카카오톡,결제문의,높음,처리완료,최현우,24.0,5.0,Y
INQ-20240609,2024-10-04 20:41,2024-10,금,20시,경기,채팅,반품/교환,낮음,재문의,한승호,,,미결
INQ-20244226,2024-10-04 21:47,2024-10,금,21시,충남,전화,배송문의,낮음,처리완료,최현우,1.0,3.0,Y
INQ-20240119,2024-10-04 23:29,2024-10,금,23시,강원,이메일,상품문의,낮음,처리중,장현석,,,미결
INQ-20241447,2024-10-05 00:32,2024-10,토,00시,경북,이메일,기타,낮음,처리완료,정다은,3.0,4.0,Y
INQ-20241943,2024-10-05 03:13,2024-10,토,03시,대구,이메일,상품문의,낮음,처리완료,이재원,12.0,4.0,Y
INQ-20240439,2024-10-05 03:14,2024-10,토,03시,전남,이메일,반품/교환,보통,처리완료,최현우,34.0,3.0,Y
INQ-20241153,2024-10-05 06:49,2024-10,토,06시,경기,채팅,상품문의,보통,재문의,최현우,,,미결
INQ-20240846,2024-10-05 08:54,2024-10,토,08시,부산,전화,반품/교환,보통,처리중,정다은,,,미결
INQ-20241843,2024-10-05 13:16,2024-10,토,13시,부산,채팅,결제문의,높음,처리중,정다은,,,미결
INQ-20243701,2024-10-05 13:44,2024-10,토,13시,서울,카카오톡,배송문의,보통,재문의,박소연,,,미결
INQ-20241280,2024-10-05 14:53,2024-10,토,14시,서울,이메일,계정문의,높음,처리완료,장현석,30.0,4.0,Y
INQ-20243233,2024-10-05 15:41,2024-10,토,15시,경북,전화,반품/교환,낮음,처리완료,이재원,60.0,2.0,Y
INQ-20242283,2024-10-05 16:48,2024-10,토,16시,서울,채팅,상품문의,낮음,처리완료,이재원,15.0,4.0,Y
INQ-20242482,2024-10-05 18:18,2024-10,토,18시,서울,앱,배송문의,보통,처리완료,이재원,9.0,5.0,Y
INQ-20240279,2024-10-05 21:18,2024-10,토,21시,광주,이메일,서비스불만,높음,처리완료,박소연,53.0,3.0,Y
INQ-20240662,2024-10-05 21:26,2024-10,토,21시,부산,전화,결제문의,보통,처리완료,한승호,24.0,4.0,Y
INQ-20243753,2024-10-05 22:22,2024-10,토,22시,경기,카카오톡,배송문의,낮음,처리완료,한승호,37.0,4.0,N
INQ-20240127,2024-10-05 22:26,2024-10,토,22시,대구,채팅,배송문의,높음,대기,장현석,,,미결
INQ-20242247,2024-10-05 23:06,2024-10,토,23시,경기,이메일,배송문의,높음,처리완료,김민지,17.0,3.0,Y
INQ-20241709,2024-10-05 23:11,2024-10,토,23시,인천,전화,배송문의,보통,대기,이재원,,,미결
INQ-20244679,2024-10-06 00:25,2024-10,일,00시,경기,앱,서비스불만,낮음,처리완료,이재원,41.0,4.0,Y
INQ-20241718,2024-10-06 01:06,2024-10,일,01시,충남,전화,계정문의,보통,처리완료,장현석,30.0,4.0,Y
INQ-20240748,2024-10-06 02:44,2024-10,일,02시,서울,이메일,반품/교환,높음,처리완료,박소연,32.0,4.0,Y
INQ-20244502,2024-10-06 06:50,2024-10,일,06시,경남,채팅,계정문의,보통,처리완료,김민지,28.0,3.0,Y
INQ-20241335,2024-10-06 07:12,2024-10,일,07시,경기,이메일,결제문의,보통,처리완료,이재원,10.0,4.0,Y
INQ-20242842,2024-10-06 12:02,2024-10,일,12시,대전,전화,결제문의,낮음,처리완료,윤지아,22.0,5.0,Y
INQ-20241576,2024-10-06 14:39,2024-10,일,14시,서울,카카오톡,배송문의,낮음,처리완료,정다은,1.0,5.0,Y
INQ-20241889,2024-10-06 19:36,2024-10,일,19시,강원,채팅,상품문의,보통,처리완료,한승호,16.0,4.0,N
INQ-20241442,2024-10-06 22:46,2024-10,일,22시,경기,이메일,계정문의,높음,처리완료,최현우,16.0,3.0,Y
INQ-20241573,2024-10-06 23:42,2024-10,일,23시,경북,채팅,배송문의,보통,처리중,윤지아,,,미결
INQ-20241225,2024-10-07 00:44,2024-10,월,00시,인천,전화,배송문의,보통,처리완료,김민지,21.0,4.0,N
INQ-20241477,2024-10-07 01:04,2024-10,월,01시,경기,전화,배송문의,낮음,처리완료,최현우,13.0,3.0,Y
INQ-20241412,2024-10-07 01:20,2024-10,월,01시,서울,채팅,반품/교환,보통,처리완료,이재원,34.0,4.0,Y
INQ-20241232,2024-10-07 02:30,2024-10,월,02시,서울,채팅,반품/교환,보통,처리완료,김민지,17.0,4.0,Y
INQ-20243032,2024-10-07 06:18,2024-10,월,06시,서울,전화,결제문의,보통,처리완료,장현석,30.0,3.0,Y
INQ-20244403,2024-10-07 08:47,2024-10,월,08시,경북,카카오톡,배송문의,보통,대기,이재원,,,미결
INQ-20240749,2024-10-07 10:17,2024-10,월,10시,서울,카카오톡,반품/교환,보통,처리완료,박소연,53.0,3.0,Y
INQ-20240512,2024-10-07 11:28,2024-10,월,11시,강원,이메일,결제문의,보통,처리중,윤지아,,,미결
INQ-20241251,2024-10-07 12:53,2024-10,월,12시,경기,채팅,상품문의,보통,대기,이재원,,,미결
INQ-20244258,2024-10-07 13:17,2024-10,월,13시,서울,채팅,상품문의,보통,처리완료,이재원,4.0,4.0,Y
INQ-20241258,2024-10-07 17:40,2024-10,월,17시,서울,이메일,반품/교환,낮음,처리완료,한승호,20.0,4.0,Y
INQ-20241356,2024-10-07 18:24,2024-10,월,18시,경남,전화,배송문의,보통,처리완료,한승호,1.0,4.0,Y
INQ-20244559,2024-10-08 03:35,2024-10,화,03시,경기,이메일,상품문의,낮음,재문의,윤지아,,,미결
INQ-20243640,2024-10-08 06:50,2024-10,화,06시,전남,채팅,기타,보통,처리완료,이재원,16.0,4.0,Y
INQ-20242705,2024-10-08 07:56,2024-10,화,07시,경북,카카오톡,배송문의,높음,처리완료,한승호,16.0,4.0,Y
INQ-20241082,2024-10-08 08:59,2024-10,화,08시,경기,전화,배송문의,높음,처리중,김민지,,,미결
INQ-20244698,2024-10-08 11:59,2024-10,화,11시,서울,전화,배송문의,낮음,처리완료,정다은,20.0,4.0,Y
INQ-20244809,2024-10-08 12:49,2024-10,화,12시,경기,채팅,상품문의,낮음,처리중,박소연,,,미결
INQ-20242522,2024-10-08 12:52,2024-10,화,12시,경기,전화,상품문의,높음,처리중,한승호,,,미결
INQ-20242540,2024-10-08 12:57,2024-10,화,12시,서울,앱,결제문의,낮음,처리완료,장현석,8.0,3.0,Y
INQ-20244832,2024-10-08 15:43,2024-10,화,15시,부산,이메일,배송문의,높음,처리중,장현석,,,미결
INQ-20244808,2024-10-08 16:41,2024-10,화,16시,부산,전화,배송문의,보통,처리완료,박소연,13.0,3.0,Y
INQ-20243870,2024-10-08 17:41,2024-10,화,17시,서울,이메일,반품/교환,보통,처리중,최현우,,,미결
INQ-20244788,2024-10-08 21:24,2024-10,화,21시,경북,이메일,계정문의,보통,처리완료,한승호,25.0,5.0,Y
INQ-20240211,2024-10-08 22:06,2024-10,화,22시,경북,전화,배송문의,보통,처리중,정다은,,,미결
INQ-20244980,2024-10-08 23:34,2024-10,화,23시,충남,전화,결제문의,보통,처리완료,김민지,18.0,5.0,Y
INQ-20243463,2024-10-08 23:41,2024-10,화,23시,경기,이메일,상품문의,보통,처리완료,김민지,9.0,4.0,Y
INQ-20242430,2024-10-09 01:49,2024-10,수,01시,제주,채팅,반품/교환,보통,처리완료,최현우,52.0,4.0,Y
INQ-20241927,2024-10-09 02:18,2024-10,수,02시,서울,전화,배송문의,낮음,처리완료,김민지,28.0,5.0,N
INQ-20244353,2024-10-09 03:30,2024-10,수,03시,대구,채팅,반품/교환,보통,처리완료,한승호,52.0,3.0,Y
INQ-20243132,2024-10-09 03:43,2024-10,수,03시,광주,카카오톡,상품문의,낮음,처리완료,김민지,20.0,5.0,N
INQ-20240219,2024-10-09 04:05,2024-10,수,04시,제주,카카오톡,배송문의,보통,처리중,최현우,,,미결
INQ-20242351,2024-10-09 04:44,2024-10,수,04시,서울,앱,계정문의,보통,처리완료,최현우,39.0,5.0,Y
INQ-20242464,2024-10-09 06:03,2024-10,수,06시,경기,이메일,배송문의,낮음,처리완료,이재원,14.0,5.0,Y
